"","ttext","date","isretweet","retweetcount","favoritecount","score","product","city","country","duplicate"
"101","RT @kavita_tewari: Bhagwan Vishnu seated atop Ananta Shesha, Badami, Karnataka. Constructed in 6th cent by Chalukyas, its 1 of the earliest","2018-08-31 18:33:36","TRUE","91","0","0","Environment","Karnataka","India",TRUE
"102","RT @gurichopra: Bhagwan Vishnu seated atop Ananta Shesha, Badami, Karnataka. Constructed in 6th cent by Chalukyas, its 1 of the earliest te","2018-08-31 18:31:30","TRUE","85","0","0","Environment","Karnataka","India",TRUE
"103","RT @gurichopra: Bhagwan Vishnu seated atop Ananta Shesha, Badami, Karnataka. Constructed in 6th cent by Chalukyas, its 1 of the earliest te","2018-08-31 18:29:37","TRUE","85","0","0","Environment","Karnataka","India",TRUE
"104","RT @gurichopra: Bhagwan Vishnu seated atop Ananta Shesha, Badami, Karnataka. Constructed in 6th cent by Chalukyas, its 1 of the earliest te","2018-08-31 18:27:50","TRUE","85","0","0","Environment","Karnataka","India",TRUE
"105","RT @gurichopra: Bhagwan Vishnu seated atop Ananta Shesha, Badami, Karnataka. Constructed in 6th cent by Chalukyas, its 1 of the earliest te","2018-08-31 17:58:53","TRUE","85","0","0","Environment","Karnataka","India",TRUE
"106","RT @gurichopra: Bhagwan Vishnu seated atop Ananta Shesha, Badami, Karnataka. Constructed in 6th cent by Chalukyas, its 1 of the earliest te","2018-08-31 17:53:26","TRUE","85","0","0","Environment","Karnataka","India",TRUE
"107","RT @gurichopra: Bhagwan Vishnu seated atop Ananta Shesha, Badami, Karnataka. Constructed in 6th cent by Chalukyas, its 1 of the earliest te","2018-08-31 17:41:54","TRUE","85","0","0","Environment","Karnataka","India",TRUE
"108","RT @kavita_tewari: Bhagwan Vishnu seated atop Ananta Shesha, Badami, Karnataka. Constructed in 6th cent by Chalukyas, its 1 of the earliest","2018-08-31 17:29:24","TRUE","91","0","0","Environment","Karnataka","India",TRUE
"109","RT @gurichopra: Bhagwan Vishnu seated atop Ananta Shesha, Badami, Karnataka. Constructed in 6th cent by Chalukyas, its 1 of the earliest te","2018-08-31 17:24:31","TRUE","85","0","0","Environment","Karnataka","India",TRUE
"110","RT @gurichopra: Bhagwan Vishnu seated atop Ananta Shesha, Badami, Karnataka. Constructed in 6th cent by Chalukyas, its 1 of the earliest te","2018-08-31 17:07:56","TRUE","85","0","0","Environment","Karnataka","India",TRUE
"111","RT @gurichopra: Bhagwan Vishnu seated atop Ananta Shesha, Badami, Karnataka. Constructed in 6th cent by Chalukyas, its 1 of the earliest te","2018-08-31 16:57:20","TRUE","85","0","0","Environment","Karnataka","India",TRUE
"112","RT @gurichopra: Bhagwan Vishnu seated atop Ananta Shesha, Badami, Karnataka. Constructed in 6th cent by Chalukyas, its 1 of the earliest te","2018-08-31 16:52:10","TRUE","85","0","0","Environment","Karnataka","India",TRUE
"113","RT @gurichopra: Bhagwan Vishnu seated atop Ananta Shesha, Badami, Karnataka. Constructed in 6th cent by Chalukyas, its 1 of the earliest te","2018-08-31 16:44:23","TRUE","85","0","0","Environment","Karnataka","India",TRUE
"114","RT @gurichopra: Bhagwan Vishnu seated atop Ananta Shesha, Badami, Karnataka. Constructed in 6th cent by Chalukyas, its 1 of the earliest te","2018-08-31 16:43:04","TRUE","85","0","0","Environment","Karnataka","India",TRUE
"115","RT @gurichopra: Bhagwan Vishnu seated atop Ananta Shesha, Badami, Karnataka. Constructed in 6th cent by Chalukyas, its 1 of the earliest te","2018-08-31 16:37:05","TRUE","85","0","0","Environment","Karnataka","India",TRUE
"116","RT @gurichopra: Bhagwan Vishnu seated atop Ananta Shesha, Badami, Karnataka. Constructed in 6th cent by Chalukyas, its 1 of the earliest te","2018-08-31 16:22:16","TRUE","85","0","0","Environment","Karnataka","India",TRUE
"117","RT @gurichopra: Bhagwan Vishnu seated atop Ananta Shesha, Badami, Karnataka. Constructed in 6th cent by Chalukyas, its 1 of the earliest te","2018-08-31 16:16:59","TRUE","85","0","0","Environment","Karnataka","India",TRUE
"118","RT @kavita_tewari: Bhagwan Vishnu seated atop Ananta Shesha, Badami, Karnataka. Constructed in 6th cent by Chalukyas, its 1 of the earliest","2018-08-31 16:10:16","TRUE","91","0","0","Environment","Karnataka","India",TRUE
"119","RT @kavita_tewari: Bhagwan Vishnu seated atop Ananta Shesha, Badami, Karnataka. Constructed in 6th cent by Chalukyas, its 1 of the earliest","2018-08-31 16:02:56","TRUE","91","0","0","Environment","Karnataka","India",TRUE
"120","RT @kavita_tewari: Bhagwan Vishnu seated atop Ananta Shesha, Badami, Karnataka. Constructed in 6th cent by Chalukyas, its 1 of the earliest","2018-08-31 15:55:33","TRUE","91","0","0","Environment","Karnataka","India",TRUE
"121","RT @gurichopra: Bhagwan Vishnu seated atop Ananta Shesha, Badami, Karnataka. Constructed in 6th cent by Chalukyas, its 1 of the earliest te","2018-08-31 15:52:45","TRUE","85","0","0","Environment","Karnataka","India",TRUE
"122","RT @gurichopra: Bhagwan Vishnu seated atop Ananta Shesha, Badami, Karnataka. Constructed in 6th cent by Chalukyas, its 1 of the earliest te","2018-08-31 15:50:33","TRUE","85","0","0","Environment","Karnataka","India",TRUE
"123","RT @kavita_tewari: Bhagwan Vishnu seated atop Ananta Shesha, Badami, Karnataka. Constructed in 6th cent by Chalukyas, its 1 of the earliest","2018-08-31 15:37:20","TRUE","91","0","0","Environment","Karnataka","India",TRUE
"124","RT @kavita_tewari: Bhagwan Vishnu seated atop Ananta Shesha, Badami, Karnataka. Constructed in 6th cent by Chalukyas, its 1 of the earliest","2018-08-31 15:36:10","TRUE","91","0","0","Environment","Karnataka","India",TRUE
"125","RT @kavita_tewari: Bhagwan Vishnu seated atop Ananta Shesha, Badami, Karnataka. Constructed in 6th cent by Chalukyas, its 1 of the earliest","2018-08-31 15:34:16","TRUE","91","0","0","Environment","Karnataka","India",TRUE
"126","RT @gurichopra: Bhagwan Vishnu seated atop Ananta Shesha, Badami, Karnataka. Constructed in 6th cent by Chalukyas, its 1 of the earliest te","2018-08-31 15:23:35","TRUE","85","0","0","Environment","Karnataka","India",TRUE
"127","RT @gurichopra: Bhagwan Vishnu seated atop Ananta Shesha, Badami, Karnataka. Constructed in 6th cent by Chalukyas, its 1 of the earliest te","2018-08-31 15:17:20","TRUE","85","0","0","Environment","Karnataka","India",TRUE
"128","RT @gurichopra: Bhagwan Vishnu seated atop Ananta Shesha, Badami, Karnataka. Constructed in 6th cent by Chalukyas, its 1 of the earliest te","2018-08-31 15:12:59","TRUE","85","0","0","Environment","Karnataka","India",TRUE
"129","RT @gurichopra: Bhagwan Vishnu seated atop Ananta Shesha, Badami, Karnataka. Constructed in 6th cent by Chalukyas, its 1 of the earliest te","2018-08-31 15:09:18","TRUE","85","0","0","Environment","Karnataka","India",TRUE
"130","RT @kavita_tewari: Bhagwan Vishnu seated atop Ananta Shesha, Badami, Karnataka. Constructed in 6th cent by Chalukyas, its 1 of the earliest","2018-08-31 15:05:33","TRUE","91","0","0","Environment","Karnataka","India",TRUE
"131","RT @kavita_tewari: Bhagwan Vishnu seated atop Ananta Shesha, Badami, Karnataka. Constructed in 6th cent by Chalukyas, its 1 of the earliest","2018-08-31 15:02:01","TRUE","91","0","0","Environment","Karnataka","India",TRUE
"132","RT @kavita_tewari: Bhagwan Vishnu seated atop Ananta Shesha, Badami, Karnataka. Constructed in 6th cent by Chalukyas, its 1 of the earliest","2018-08-31 15:01:56","TRUE","91","0","0","Environment","Karnataka","India",TRUE
"133","RT @gurichopra: Bhagwan Vishnu seated atop Ananta Shesha, Badami, Karnataka. Constructed in 6th cent by Chalukyas, its 1 of the earliest te","2018-08-31 14:59:56","TRUE","85","0","0","Environment","Karnataka","India",TRUE
"134","RT @gurichopra: Bhagwan Vishnu seated atop Ananta Shesha, Badami, Karnataka. Constructed in 6th cent by Chalukyas, its 1 of the earliest te","2018-08-31 14:59:43","TRUE","85","0","0","Environment","Karnataka","India",TRUE
"135","RT @kavita_tewari: Bhagwan Vishnu seated atop Ananta Shesha, Badami, Karnataka. Constructed in 6th cent by Chalukyas, its 1 of the earliest","2018-08-31 14:51:19","TRUE","91","0","0","Environment","Karnataka","India",TRUE
"136","RT @gurichopra: Bhagwan Vishnu seated atop Ananta Shesha, Badami, Karnataka. Constructed in 6th cent by Chalukyas, its 1 of the earliest te","2018-08-31 14:46:09","TRUE","85","0","0","Environment","Karnataka","India",TRUE
"137","RT @gurichopra: Bhagwan Vishnu seated atop Ananta Shesha, Badami, Karnataka. Constructed in 6th cent by Chalukyas, its 1 of the earliest te","2018-08-31 14:45:09","TRUE","85","0","0","Environment","Karnataka","India",TRUE
"138","RT @kavita_tewari: Bhagwan Vishnu seated atop Ananta Shesha, Badami, Karnataka. Constructed in 6th cent by Chalukyas, its 1 of the earliest","2018-08-31 14:45:09","TRUE","91","0","0","Environment","Karnataka","India",TRUE
"139","RT @gurichopra: Bhagwan Vishnu seated atop Ananta Shesha, Badami, Karnataka. Constructed in 6th cent by Chalukyas, its 1 of the earliest te","2018-08-31 14:43:57","TRUE","85","0","0","Environment","Karnataka","India",TRUE
"140","RT @kavita_tewari: Bhagwan Vishnu seated atop Ananta Shesha, Badami, Karnataka. Constructed in 6th cent by Chalukyas, its 1 of the earliest","2018-08-31 14:40:18","TRUE","91","0","0","Environment","Karnataka","India",TRUE
"141","RT @gurichopra: Bhagwan Vishnu seated atop Ananta Shesha, Badami, Karnataka. Constructed in 6th cent by Chalukyas, its 1 of the earliest te","2018-08-31 14:32:05","TRUE","85","0","0","Environment","Karnataka","India",TRUE
"142","RT @gurichopra: Bhagwan Vishnu seated atop Ananta Shesha, Badami, Karnataka. Constructed in 6th cent by Chalukyas, its 1 of the earliest te","2018-08-31 14:27:51","TRUE","85","0","0","Environment","Karnataka","India",TRUE
"143","RT @kavita_tewari: Bhagwan Vishnu seated atop Ananta Shesha, Badami, Karnataka. Constructed in 6th cent by Chalukyas, its 1 of the earliest","2018-08-31 14:24:02","TRUE","91","0","0","Environment","Karnataka","India",TRUE
"144","RT @kavita_tewari: Bhagwan Vishnu seated atop Ananta Shesha, Badami, Karnataka. Constructed in 6th cent by Chalukyas, its 1 of the earliest","2018-08-31 14:22:50","TRUE","91","0","0","Environment","Karnataka","India",TRUE
"145","RT @gurichopra: Bhagwan Vishnu seated atop Ananta Shesha, Badami, Karnataka. Constructed in 6th cent by Chalukyas, its 1 of the earliest te","2018-08-31 14:13:41","TRUE","85","0","0","Environment","Karnataka","India",TRUE
"146","RT @gurichopra: Bhagwan Vishnu seated atop Ananta Shesha, Badami, Karnataka. Constructed in 6th cent by Chalukyas, its 1 of the earliest te","2018-08-31 14:12:22","TRUE","85","0","0","Environment","Karnataka","India",TRUE
"147","RT @gurichopra: Bhagwan Vishnu seated atop Ananta Shesha, Badami, Karnataka. Constructed in 6th cent by Chalukyas, its 1 of the earliest te","2018-08-31 14:08:08","TRUE","85","0","0","Environment","Karnataka","India",TRUE
