SUBDIVISION,YEAR,ANNUAL,Jan-Feb,Mar-May,Jun-Sep,Oct-Dec,,,,,,
COASTAL ANDHRA PRADESH,1952,916.7,17.4,135.2,476.5,287.5,,,,,,
COASTAL ANDHRA PRADESH,1953,990,13.8,64.9,660.6,250.7,,,,,,
COASTAL ANDHRA PRADESH,1954,1153.5,0.3,54.5,820.4,278.4,,,,,,
COASTAL ANDHRA PRADESH,1955,1378.9,5.4,282.9,688.2,402.4,,,,,,
COASTAL ANDHRA PRADESH,1956,1408.5,7.5,118.1,888.3,394.7,,,,,,
COASTAL ANDHRA PRADESH,1957,1017.6,2.5,63.7,799,152.4,,,,,,
COASTAL ANDHRA PRADESH,1958,1605.3,9.2,69.1,851.3,675.7,,,,,,
COASTAL ANDHRA PRADESH,1959,1120.7,16.4,26.3,843.1,234.9,,,,,,
COASTAL ANDHRA PRADESH,1960,943.6,1.6,44.7,743.9,153.4,,,,,,
COASTAL ANDHRA PRADESH,1961,1119.2,37.9,55.7,692.5,333.2,,,,,,
COASTAL ANDHRA PRADESH,1962,1345.5,12.3,105.1,819.6,408.5,,,,,,
COASTAL ANDHRA PRADESH,1963,1023.9,0,80.7,571.4,371.8,,,,,,
COASTAL ANDHRA PRADESH,1964,1061,11.9,40.6,867,141.5,,,,,,
COASTAL ANDHRA PRADESH,1965,754.2,2.6,79.2,583.9,88.6,,,,,,
COASTAL ANDHRA PRADESH,1966,954.7,41.3,36.3,643.1,234,,,,,,
COASTAL ANDHRA PRADESH,1967,843.1,13.1,110.1,635.9,84,,,,,,
COASTAL ANDHRA PRADESH,1968,838.9,23.1,84.4,451.3,280,,,,,,
COASTAL ANDHRA PRADESH,1969,1279.7,0.7,270.8,540,468.2,,,,,,
COASTAL ANDHRA PRADESH,1970,1064.2,10.6,136,733.4,184.1,,,,,,
COASTAL ANDHRA PRADESH,1971,1033.2,27.4,205.1,613.5,187.2,,,,,,
COASTAL ANDHRA PRADESH,1972,1028.5,32.5,52.8,518.8,424.4,,,,,,
COASTAL ANDHRA PRADESH,1973,859.1,0.4,58.3,542.9,257.5,,,,,,
COASTAL ANDHRA PRADESH,1974,944.9,1.6,59.1,573.8,310.5,,,,,,
COASTAL ANDHRA PRADESH,1975,1192.4,10.7,36.4,796.5,348.7,,,,,,
COASTAL ANDHRA PRADESH,1976,1090.3,1.1,62.3,598.5,428.4,,,,,,
COASTAL ANDHRA PRADESH,1977,1132.8,1.5,166.1,551.2,413.9,,,,,,
COASTAL ANDHRA PRADESH,1978,1038.3,27.1,60.6,812.5,138.1,,,,,,
COASTAL ANDHRA PRADESH,1979,934.1,30.7,140.4,534.6,228.3,,,,,,
COASTAL ANDHRA PRADESH,1980,1014.8,2.9,53.2,691.5,267.2,,,,,,
COASTAL ANDHRA PRADESH,1981,929.3,16,108.9,694.5,109.8,,,,,,
COASTAL ANDHRA PRADESH,1982,888.5,2.1,92.7,529.5,264.2,,,,,,
COASTAL ANDHRA PRADESH,1983,1196,17.4,69.6,858.5,250.6,,,,,,
COASTAL ANDHRA PRADESH,1984,785.2,15.5,49.5,585.9,134.3,,,,,,
COASTAL ANDHRA PRADESH,1985,967.6,43.1,26.6,571.6,326.3,,,,,,
COASTAL ANDHRA PRADESH,1986,1009.7,58.4,72.9,638.4,239.9,,,,,,
COASTAL ANDHRA PRADESH,1987,1079.9,21.1,93.9,442.2,522.8,,,,,,
COASTAL ANDHRA PRADESH,1988,1164.8,16.7,110.3,928.9,109,,,,,,
COASTAL ANDHRA PRADESH,1989,1030,0.2,76.6,883,70.3,,,,,,
COASTAL ANDHRA PRADESH,1990,1611.1,91.4,616.4,591.5,311.9,,,,,,
COASTAL ANDHRA PRADESH,1991,1122.1,22.8,49,760.9,289.3,,,,,,
COASTAL ANDHRA PRADESH,1992,1001,17.4,54.6,637.1,291.8,,,,,,
COASTAL ANDHRA PRADESH,1993,869.7,12,114.9,511.7,231.2,,,,,,
COASTAL ANDHRA PRADESH,1994,1155.1,24.6,83,574.4,473.1,,,,,,
COASTAL ANDHRA PRADESH,1995,1352,30.1,289.6,646.6,385.8,,,,,,
COASTAL ANDHRA PRADESH,1996,1210.9,9.3,51.9,829.4,320.3,,,,,,
COASTAL ANDHRA PRADESH,1997,972.1,20.7,107.6,662.7,181,,,,,,
COASTAL ANDHRA PRADESH,1998,1310.8,48.3,97.2,858,307.2,,,,,,
COASTAL ANDHRA PRADESH,1999,825.1,2.8,85.4,554.7,182.2,,,,,,
COASTAL ANDHRA PRADESH,2000,992.3,42.5,88.3,768.9,92.6,,,,,,
COASTAL ANDHRA PRADESH,2001,1009.3,8.4,124.8,598.1,278,,,,,,
COASTAL ANDHRA PRADESH,2002,703.2,28,77.1,435,163,,,,,,
COASTAL ANDHRA PRADESH,2003,1096.8,25.6,72.3,634.1,364.9,,,,,,
COASTAL ANDHRA PRADESH,2004,873.6,35.3,109.3,571.5,157.5,,,,,,
COASTAL ANDHRA PRADESH,2005,1221.6,21.6,98,743.6,358.4,,,,,,
COASTAL ANDHRA PRADESH,2006,1159.6,0,156.3,762.6,240.7,,,,,,
COASTAL ANDHRA PRADESH,2007,1099.2,5.1,21.6,892.5,180,,,,,,
COASTAL ANDHRA PRADESH,2008,1107.5,64.8,147.1,771.4,124.2,,,,,,
COASTAL ANDHRA PRADESH,2009,790.5,0,65.1,528.8,196.5,,,,,,
COASTAL ANDHRA PRADESH,2010,1712.4,24.1,181.2,954,553.1,,,,,,
COASTAL ANDHRA PRADESH,2011,861.9,17.9,131.2,628.4,84.4,,,,,,
COASTAL ANDHRA PRADESH,2012,1318.4,37.6,66.1,785,429.7,,,,,,
COASTAL ANDHRA PRADESH,2013,1120.5,31.7,76.4,545,467.4,,,,,,
COASTAL ANDHRA PRADESH,2014,874.9,1.5,128,519.7,225.7,,,,,,
COASTAL ANDHRA PRADESH,2015,1010.9,2.5,71.9,793.6,142.8,,,,,,
TELANGANA,1901,827.7,48.7,75,616.4,87.7,,,,,,
TELANGANA,1902,630.4,0,18.2,532,80.2,,,,,,
TELANGANA,1903,1283.4,17.5,50.5,1042.9,172.4,,,,,,
TELANGANA,1904,526.7,0,26.3,456,44.4,,,,,,
TELANGANA,1905,724.9,4.3,72.6,628.4,19.6,,,,,,
TELANGANA,1906,855.2,23.7,16.5,744.8,70.2,,,,,,
TELANGANA,1907,843.7,4.3,72.3,758.1,8.9,,,,,,
TELANGANA,1908,982.8,38.3,12,931.8,0.8,,,,,,
TELANGANA,1909,769.5,6.3,29.1,729.2,4.8,,,,,,
TELANGANA,1910,975.9,0,29.2,799.9,146.8,,,,,,
TELANGANA,1911,662,0,16.4,606.7,39,,,,,,
TELANGANA,1912,743.8,37.5,26.9,638.1,41.3,,,,,,
TELANGANA,1913,732.2,13.4,42.6,631.3,44.9,,,,,,
TELANGANA,1914,1083.5,0,76.8,978.1,28.5,,,,,,
TELANGANA,1915,1022,24,123.3,729,145.7,,,,,,
TELANGANA,1916,1162.6,4.1,32,878.4,248.1,,,,,,
TELANGANA,1917,1206,65.5,119.9,907.3,113.4,,,,,,
TELANGANA,1918,554.7,20.2,96.4,390.3,47.8,,,,,,
TELANGANA,1919,894.6,44.8,89.9,543.4,216.6,,,,,,
TELANGANA,1920,437,7.4,57.6,347.1,24.9,,,,,,
TELANGANA,1921,1003.3,7.1,11,899.4,85.9,,,,,,
TELANGANA,1922,767.5,55.3,56.7,581.9,73.7,,,,,,
TELANGANA,1923,786.2,8.3,52,680.9,45,,,,,,
TELANGANA,1924,944.5,37,43.8,695.9,167.7,,,,,,
TELANGANA,1925,1167.9,0,147.6,821.6,198.7,,,,,,
TELANGANA,1926,763.5,48.1,96.8,577.6,41,,,,,,
TELANGANA,1927,1005.5,20.7,20.8,815.1,148.9,,,,,,
TELANGANA,1928,1006.4,15.8,79.7,799.4,111.5,,,,,,
TELANGANA,1929,790.5,70,24.4,635.6,60.3,,,,,,
TELANGANA,1930,835.8,14.7,20.6,676.2,124.3,,,,,,
TELANGANA,1931,1183.1,5.4,43.3,1000,134.5,,,,,,
TELANGANA,1932,949.9,40.3,44.6,772,92.9,,,,,,
TELANGANA,1933,1396.3,30.3,104.2,1064.3,197.4,,,,,,
TELANGANA,1934,927.9,0.1,19.6,851.1,57.1,,,,,,
TELANGANA,1935,898.5,19.6,46.3,786,46.6,,,,,,
TELANGANA,1936,1157,81.7,97.4,818.2,159.7,,,,,,
TELANGANA,1937,866.1,33.2,137.3,619.6,76,,,,,,
TELANGANA,1938,1175.3,41.3,58.6,1016.2,59.2,,,,,,
TELANGANA,1939,740,0,41.7,556.3,142.1,,,,,,
TELANGANA,1940,1082.6,0.5,136.4,850.6,95.1,,,,,,
TELANGANA,1941,594.4,19.9,27.2,496.7,50.7,,,,,,
TELANGANA,1942,906.9,23,62.7,794.7,26.4,,,,,,
TELANGANA,1943,899.3,15.8,62.9,755.3,65.2,,,,,,
TELANGANA,1944,960.5,13.7,103.4,688.7,154.7,,,,,,
TELANGANA,1945,1027.4,4.3,50.3,874,98.9,,,,,,
TELANGANA,1946,822.8,15.9,41.3,673.9,91.8,,,,,,
TELANGANA,1947,1005.5,31.4,15.9,897,61.1,,,,,,
TELANGANA,1948,915,8.3,40.1,718.6,148,,,,,,
TELANGANA,1949,1038.6,0.6,84.1,859.2,94.8,,,,,,
TELANGANA,1950,761.3,34.7,25.9,673.7,26.9,,,,,,
TELANGANA,1951,900.8,0,107.3,728.3,65.1,,,,,,
TELANGANA,1952,729.7,16.9,45.6,571.9,95.3,,,,,,
TELANGANA,1953,1272.1,5.1,30.5,1058.9,177.5,,,,,,
TELANGANA,1954,928.4,0,31.9,851.2,45.4,,,,,,
TELANGANA,1955,1203.2,1,40.5,1040,121.7,,,,,,
TELANGANA,1956,1120.5,2.2,60.6,904.1,153.5,,,,,,
TELANGANA,1957,983.2,7.7,75.8,824.1,75.6,,,,,,
TELANGANA,1958,1113.9,7.1,48.8,967.3,90.8,,,,,,
TELANGANA,1959,1224.1,1.4,20.3,1128,74.5,,,,,,
TELANGANA,1960,839.5,0.7,58.8,707.1,72.8,,,,,,
TELANGANA,1961,1146.5,6.9,60.6,864.1,215,,,,,,
TELANGANA,1962,1138.7,25.3,69.4,908.7,135.4,,,,,,
TELANGANA,1963,1010.1,0.3,48.5,870.1,91.2,,,,,,
TELANGANA,1964,887.5,0.2,8.3,830.1,48.9,,,,,,
TELANGANA,1965,778.9,3.5,13.9,761.3,0.1,,,,,,
TELANGANA,1966,970.9,19.8,13.2,831.9,106.1,,,,,,
TELANGANA,1967,942.1,0.3,72.3,810.6,58.8,,,,,,
TELANGANA,1968,748.7,31.5,58.5,560,98.7,,,,,,
TELANGANA,1969,1047.1,2.2,64.3,833.9,146.7,,,,,,
TELANGANA,1970,970.3,7.6,72.8,863,26.8,,,,,,
TELANGANA,1971,729.1,14.8,51,495.4,167.9,,,,,,
TELANGANA,1972,670.7,14.6,24.9,511.9,119.4,,,,,,
TELANGANA,1973,1042.5,0,13.7,800.4,228.4,,,,,,
TELANGANA,1974,830.4,0,41.7,521,267.6,,,,,,
TELANGANA,1975,1215.8,23.4,32.6,949.2,210.6,,,,,,
TELANGANA,1976,1035.6,0.2,37.3,958,40.1,,,,,,
TELANGANA,1977,808.6,0,52.6,661.5,94.5,,,,,,
TELANGANA,1978,1311.7,49.8,49.5,1130.8,81.7,,,,,,
TELANGANA,1979,791.7,32.7,62.5,634,62.5,,,,,,
TELANGANA,1980,922.6,0,29.1,869.9,23.6,,,,,,
TELANGANA,1981,1143.5,10.3,77.9,1010,45.3,,,,,,
TELANGANA,1982,933.2,5.8,63.6,747.8,116.1,,,,,,
TELANGANA,1983,1497.5,4.2,43.9,1255.4,194,,,,,,
TELANGANA,1984,742.8,15.5,19.7,614.4,93.3,,,,,,
TELANGANA,1985,785.9,5.7,33.9,636.1,110.3,,,,,,
TELANGANA,1986,1007.3,89.7,32.5,822.8,62.3,,,,,,
TELANGANA,1987,976.9,16.2,58.3,689.8,212.5,,,,,,
TELANGANA,1988,1544.9,6.5,31.1,1447.2,60.1,,,,,,
TELANGANA,1989,1161,0,45.9,1087.6,27.4,,,,,,
TELANGANA,1990,1425.7,8.3,196.1,1028.6,192.7,,,,,,
TELANGANA,1991,849.1,25.8,65,686.2,72.2,,,,,,
TELANGANA,1992,863.5,4.8,33.9,731.8,93.1,,,,,,
TELANGANA,1993,885.6,7,55.3,709,114.2,,,,,,
TELANGANA,1994,975.7,21.1,41.8,733.6,179.2,,,,,,
TELANGANA,1995,1286,99.3,73.6,767.9,345.3,,,,,,
TELANGANA,1996,986.8,7.9,49.4,836.1,93.4,,,,,,
TELANGANA,1997,856,23.5,84.9,565.9,181.7,,,,,,
TELANGANA,1998,1093,27.3,58.5,913.2,93.9,,,,,,
TELANGANA,1999,863.8,9.3,81.2,715.4,58,,,,,,
TELANGANA,2000,1078,17.5,66.1,965.3,29.1,,,,,,
TELANGANA,2001,922.3,8.5,66.4,694.3,153.1,,,,,,
TELANGANA,2002,765.3,28.9,47.3,609,80.1,,,,,,
TELANGANA,2003,963.2,10.7,43.8,794.5,114.2,,,,,,
TELANGANA,2004,667,52.2,69.8,509.1,35.9,,,,,,
TELANGANA,2005,1163.1,57.5,58.2,888.5,158.8,,,,,,
TELANGANA,2006,1053,0,127.5,862.7,62.8,,,,,,
TELANGANA,2007,843.3,0,9.4,780.2,53.8,,,,,,
TELANGANA,2008,1035.3,18.8,129.3,854.8,32.5,,,,,,
TELANGANA,2009,666.3,0,19.8,546.2,100.3,,,,,,
TELANGANA,2010,1276.4,15.5,32,1080.4,148.5,,,,,,
TELANGANA,2011,753.1,11.9,37.4,685.6,18.1,,,,,,
TELANGANA,2012,1008.6,6.7,22.6,857,122.3,,,,,,
TELANGANA,2013,1348.7,31.4,33,1059.2,225,,,,,,
TELANGANA,2014,746.4,3.1,141.9,560.2,41,,,,,,
TELANGANA,2015,857.3,17.5,132,690.1,17.6,,,,,,
RAYALSEEMA,1901,714,57.2,51,295.6,310.1,,,,,,
RAYALSEEMA,1902,818.4,10.1,49.6,444.9,313.8,,,,,,
RAYALSEEMA,1903,1138.2,30.1,84.1,555.3,468.7,,,,,,
RAYALSEEMA,1904,433.4,14.8,67.6,219,132,,,,,,
RAYALSEEMA,1905,703.4,13.3,79.6,372.9,237.6,,,,,,
RAYALSEEMA,1906,912.6,122.4,18.5,496.8,274.9,,,,,,
RAYALSEEMA,1907,640.4,1.1,97.7,283,258.7,,,,,,
RAYALSEEMA,1908,617.1,10,51.4,369.3,186.4,,,,,,
RAYALSEEMA,1909,870.6,89.2,147.6,591.4,42.4,,,,,,
RAYALSEEMA,1910,1001.1,2.7,47,597.9,353.5,,,,,,
RAYALSEEMA,1911,590.6,0,86.7,282.6,221.2,,,,,,
RAYALSEEMA,1912,745.5,5.3,30.5,328,381.8,,,,,,
RAYALSEEMA,1913,616.3,0.4,64.4,289.3,262.2,,,,,,
RAYALSEEMA,1914,678.3,3.6,77.9,439.6,157.1,,,,,,
RAYALSEEMA,1915,923.1,49.7,139.5,438.2,295.6,,,,,,
RAYALSEEMA,1916,1047,1.3,40.8,601.2,403.7,,,,,,
RAYALSEEMA,1917,933.1,40.1,75.6,506.6,310.8,,,,,,
RAYALSEEMA,1918,645.8,63.2,90,253.8,238.7,,,,,,
RAYALSEEMA,1919,890.5,24.8,88.4,494.9,282.3,,,,,,
RAYALSEEMA,1920,674.8,80.7,39.4,308.3,246.4,,,,,,
RAYALSEEMA,1921,743.6,43.2,49.8,416.6,234,,,,,,
RAYALSEEMA,1922,770.3,36.9,64,233.1,436.3,,,,,,
RAYALSEEMA,1923,515.8,31.6,59.3,291.5,133.6,,,,,,
RAYALSEEMA,1924,684.3,9.8,50.9,417.7,205.9,,,,,,
RAYALSEEMA,1925,865.5,0,150.1,361.1,354.3,,,,,,
RAYALSEEMA,1926,682.6,57.4,80.9,411.2,133.2,,,,,,
RAYALSEEMA,1927,682,4.8,31,434.2,212.1,,,,,,
RAYALSEEMA,1928,711.3,40,56.9,344.6,269.8,,,,,,
RAYALSEEMA,1929,696.6,21.3,66.7,314.6,294.1,,,,,,
RAYALSEEMA,1930,995.5,49.5,185.5,314.1,446.4,,,,,,
RAYALSEEMA,1931,719.2,0.2,64.9,362.3,291.8,,,,,,
RAYALSEEMA,1932,635.8,17.2,62.9,338.3,217.4,,,,,,
RAYALSEEMA,1933,678.2,1.7,71.9,336.2,268.4,,,,,,
RAYALSEEMA,1934,611.5,21.5,52.4,307.5,230.1,,,,,,
RAYALSEEMA,1935,782.3,9,42.2,512.3,218.7,,,,,,
RAYALSEEMA,1936,695.6,32.1,73.7,362.2,227.6,,,,,,
RAYALSEEMA,1937,775.4,9.5,125.6,334.8,305.5,,,,,,
RAYALSEEMA,1938,674.4,6.7,61.3,572.2,34.2,,,,,,
RAYALSEEMA,1939,798.2,17.4,101.4,337.2,342.2,,,,,,
RAYALSEEMA,1940,904.6,0.4,160.3,390.1,353.8,,,,,,
RAYALSEEMA,1941,653.5,12.9,45.8,291.4,303.3,,,,,,
RAYALSEEMA,1942,536.9,0.7,43.3,324.8,168,,,,,,
RAYALSEEMA,1943,1036.5,23.7,266.8,333.9,412.1,,,,,,
RAYALSEEMA,1944,917.4,10.6,118,452,336.8,,,,,,
RAYALSEEMA,1945,604.1,0,59.2,408.8,136.1,,,,,,
RAYALSEEMA,1946,953.7,5.8,61.4,342.2,544.3,,,,,,
RAYALSEEMA,1947,624.3,24.6,31.4,452,116.3,,,,,,
RAYALSEEMA,1948,608.9,5.3,73.6,299.7,230.3,,,,,,
RAYALSEEMA,1949,826.5,0,78,597.3,151.2,,,,,,
RAYALSEEMA,1950,510.9,6.1,42.4,319.8,142.6,,,,,,
RAYALSEEMA,1951,538.4,0.1,140.4,284,113.9,,,,,,
RAYALSEEMA,1952,701.2,4.3,196.9,249.8,250.2,,,,,,
RAYALSEEMA,1953,795.7,1.7,59,389.5,345.4,,,,,,
RAYALSEEMA,1954,785.4,13.4,56.1,411.4,304.5,,,,,,
RAYALSEEMA,1955,816.4,16.2,154.3,451.7,194.1,,,,,,
RAYALSEEMA,1956,931,3.7,115.6,475.6,336,,,,,,
RAYALSEEMA,1957,571.7,1.4,63.7,358.5,148.2,,,,,,
RAYALSEEMA,1958,808.4,8.8,79.3,409.5,310.7,,,,,,
RAYALSEEMA,1959,635.8,5.4,58.4,417.5,154.4,,,,,,
RAYALSEEMA,1960,744,0.5,53.1,396.5,294,,,,,,
RAYALSEEMA,1961,651.5,10.4,44.9,387.7,208.5,,,,,,
RAYALSEEMA,1962,816.3,5.9,127.7,352.5,330.3,,,,,,
RAYALSEEMA,1963,709.1,7.4,74.6,404.4,222.7,,,,,,
RAYALSEEMA,1964,791.6,0,13.9,584.5,193.1,,,,,,
RAYALSEEMA,1965,595.9,1.2,61.2,403.9,129.7,,,,,,
RAYALSEEMA,1966,904.1,6.3,54.9,464.2,378.7,,,,,,
RAYALSEEMA,1967,737.6,16.8,93.4,379.9,247.6,,,,,,
RAYALSEEMA,1968,623.9,2.6,70.1,287,264.2,,,,,,
RAYALSEEMA,1969,842.4,0,61.2,355.3,425.9,,,,,,
RAYALSEEMA,1970,776.4,14.3,91.9,497.6,172.6,,,,,,
RAYALSEEMA,1971,621.1,8.3,99.8,285,227.9,,,,,,
RAYALSEEMA,1972,826,3.9,103,300.4,418.7,,,,,,
RAYALSEEMA,1973,689.5,0,31.8,423.6,234,,,,,,
RAYALSEEMA,1974,728.5,0,69.6,435.3,223.6,,,,,,
RAYALSEEMA,1975,1041.6,0.9,55.5,513.4,471.8,,,,,,
RAYALSEEMA,1976,817,0.9,26.3,444.5,345.3,,,,,,
RAYALSEEMA,1977,866.6,0.8,95.2,377.4,393.2,,,,,,
RAYALSEEMA,1978,869.3,9.1,64.1,481.3,314.8,,,,,,
RAYALSEEMA,1979,813.4,22.6,103.6,356.8,330.4,,,,,,
RAYALSEEMA,1980,573.7,0,37.7,311.1,224.8,,,,,,
RAYALSEEMA,1981,785.2,7.9,70.3,487.1,219.9,,,,,,
RAYALSEEMA,1982,595.6,0.9,49.2,287.2,258.2,,,,,,
RAYALSEEMA,1983,943,1,63.2,630.3,248.6,,,,,,
RAYALSEEMA,1984,733,87.5,51,340,254.7,,,,,,
RAYALSEEMA,1985,685.8,17.7,29.8,336.4,301.9,,,,,,
RAYALSEEMA,1986,580.9,83.3,26.2,276.3,195.2,,,,,,
RAYALSEEMA,1987,769.5,5.1,48.5,328.3,387.6,,,,,,
RAYALSEEMA,1988,842.3,1.1,99.9,606.5,134.8,,,,,,
RAYALSEEMA,1989,693.7,0,51.5,469.1,173,,,,,,
RAYALSEEMA,1990,930.7,7.6,163.8,396,363.3,,,,,,
RAYALSEEMA,1991,967.5,11.5,64.9,468.9,422.3,,,,,,
RAYALSEEMA,1992,596,7.7,58.6,293.2,236.6,,,,,,
RAYALSEEMA,1993,887.1,6.7,77.6,403.2,399.6,,,,,,
RAYALSEEMA,1994,690.5,18.6,71,271.6,329.3,,,,,,
RAYALSEEMA,1995,874.3,32.9,159.6,501.6,180.1,,,,,,
RAYALSEEMA,1996,1277.7,0.9,71.9,736.8,468.1,,,,,,
RAYALSEEMA,1997,835,17.9,86.6,402.5,327.9,,,,,,
RAYALSEEMA,1998,948.1,3.3,66,546.1,332.6,,,,,,
RAYALSEEMA,1999,537.2,5.8,80.4,268.8,182.1,,,,,,
RAYALSEEMA,2000,871.3,34.3,96.1,531.8,209.1,,,,,,
RAYALSEEMA,2001,924.5,7.7,99.2,385.4,432.3,,,,,,
RAYALSEEMA,2002,615.2,28.8,80.2,281.6,224.6,,,,,,
RAYALSEEMA,2003,725.5,1.3,45.2,482.2,196.8,,,,,,
RAYALSEEMA,2004,741.7,14.5,197.7,339.5,190.1,,,,,,
RAYALSEEMA,2005,1066.4,14.9,101.6,418.6,531.2,,,,,,
RAYALSEEMA,2006,638.1,0.2,105.2,345.7,187,,,,,,
RAYALSEEMA,2007,980.6,0.5,21.2,665,294,,,,,,
RAYALSEEMA,2008,798,25.1,109.1,339.8,323.9,,,,,,
RAYALSEEMA,2009,688.2,0.5,61.1,386.4,240.3,,,,,,
RAYALSEEMA,2010,963.5,5.5,79,573.8,305.2,,,,,,
RAYALSEEMA,2011,738,12.8,67.6,408.2,249.4,,,,,,
RAYALSEEMA,2012,715,2.7,74,376.2,262.1,,,,,,
RAYALSEEMA,2013,762.6,31.9,77.3,443,210.5,,,,,,
RAYALSEEMA,2014,551.8,0.9,64.2,331.5,155.2,,,,,,
RAYALSEEMA,2015,1047.1,1.9,126.4,376,542.8,,,,,,
TAMIL NADU,1901,960.3,63.6,131.6,350.1,415,,,,,,
TAMIL NADU,1902,1138.2,77,131.7,306.7,622.9,,,,,,
TAMIL NADU,1903,1163.9,27.1,148.4,456.5,531.9,,,,,,
TAMIL NADU,1904,663.1,35.3,142.1,249.9,235.8,,,,,,
TAMIL NADU,1905,821.1,14,165.7,264.1,377.2,,,,,,
TAMIL NADU,1906,990.2,65.4,65.1,380,479.6,,,,,,
TAMIL NADU,1907,885.6,9.6,160.5,291.9,423.6,,,,,,
TAMIL NADU,1908,765,53.7,119.8,274.3,317.2,,,,,,
TAMIL NADU,1909,954.6,127.7,193.8,379.7,253.6,,,,,,
TAMIL NADU,1910,943.7,30.4,93.8,394.2,425.3,,,,,,
TAMIL NADU,1911,814.9,3.9,108.9,270.3,431.9,,,,,,
TAMIL NADU,1912,904.1,8.7,85.6,282.4,527.5,,,,,,
TAMIL NADU,1913,878.8,6.1,92.2,275.4,505.1,,,,,,
TAMIL NADU,1914,953.3,7.6,97.3,306.1,542.3,,,,,,
TAMIL NADU,1915,988.5,53.2,133,399.9,402.3,,,,,,
TAMIL NADU,1916,897.4,3.3,83.3,423.4,387.5,,,,,,
TAMIL NADU,1917,948.3,53.4,121.7,436.7,336.5,,,,,,
TAMIL NADU,1918,871.7,86.3,117.6,182.5,485.3,,,,,,
TAMIL NADU,1919,1028.6,23.7,129.7,352,523.2,,,,,,
TAMIL NADU,1920,1154.2,139,130.5,315.7,569,,,,,,
TAMIL NADU,1921,979.4,141.3,113.5,356.1,368.6,,,,,,
TAMIL NADU,1922,1080.5,60.1,137.5,256.7,626.2,,,,,,
TAMIL NADU,1923,834.1,138.5,107.5,213.8,374.3,,,,,,
TAMIL NADU,1924,895.1,30.4,136.9,426.7,301.2,,,,,,
TAMIL NADU,1925,1013.3,22.1,172.2,258.3,560.8,,,,,,
TAMIL NADU,1926,815.6,90.2,125.5,303.2,296.7,,,,,,
TAMIL NADU,1927,829.9,39.6,141.6,357.8,291,,,,,,
TAMIL NADU,1928,970.8,75.9,131.9,271.5,491.6,,,,,,
TAMIL NADU,1929,977.7,49.6,167.4,317.9,442.8,,,,,,
TAMIL NADU,1930,1275.4,113.9,221.4,268.7,671.4,,,,,,
TAMIL NADU,1931,1039.8,22.7,113,304.4,599.5,,,,,,
TAMIL NADU,1932,1109.8,32.6,179.8,324.6,572.8,,,,,,
TAMIL NADU,1933,1010.9,7.7,199.1,372,432.2,,,,,,
TAMIL NADU,1934,839.7,99.9,95.9,225.5,418.4,,,,,,
TAMIL NADU,1935,893.9,40,96.9,330.6,426.3,,,,,,
TAMIL NADU,1936,944.5,53,165.3,323.2,402.9,,,,,,
TAMIL NADU,1937,1020.1,27.4,182.7,317.2,492.8,,,,,,
TAMIL NADU,1938,783.2,53.3,133.7,417.5,178.6,,,,,,
TAMIL NADU,1939,1055.8,36.1,218.1,283,518.6,,,,,,
TAMIL NADU,1940,1178.5,1.6,226.9,334.8,615.2,,,,,,
TAMIL NADU,1941,1006.9,36.1,130.9,367.8,472.1,,,,,,
TAMIL NADU,1942,847.3,1.1,145.8,338.9,361.4,,,,,,
TAMIL NADU,1943,1187.3,130.5,287.3,298.4,471.1,,,,,,
TAMIL NADU,1944,1227.6,53,162.3,403.9,608.5,,,,,,
TAMIL NADU,1945,784,10.1,117.9,265.7,390.3,,,,,,
TAMIL NADU,1946,1294.1,20.8,168.4,344.7,760.2,,,,,,
TAMIL NADU,1947,939.5,74.3,188.2,420.7,256.4,,,,,,
TAMIL NADU,1948,906.7,61.6,118.4,318.4,408.3,,,,,,
TAMIL NADU,1949,840.7,11.6,161.2,419.7,248.1,,,,,,
TAMIL NADU,1950,747.5,70.4,83.1,298.1,296,,,,,,
TAMIL NADU,1951,855.1,12.6,224.9,322.5,295.1,,,,,,
TAMIL NADU,1952,716.4,61.4,97.1,219.2,338.7,,,,,,
TAMIL NADU,1953,968,28.8,148.5,396.5,394.2,,,,,,
TAMIL NADU,1954,1016.3,80.2,190.3,335.1,410.6,,,,,,
TAMIL NADU,1955,1060.6,37,245,337.4,441.1,,,,,,
TAMIL NADU,1956,989.7,23.4,70.4,369.6,526.3,,,,,,
TAMIL NADU,1957,866.9,11.5,111,263.6,480.8,,,,,,
TAMIL NADU,1958,852.5,18.1,191.3,308,335.2,,,,,,
TAMIL NADU,1959,894.3,38.5,119.7,305.3,430.8,,,,,,
TAMIL NADU,1960,1013.9,15.4,141.9,346.7,509.9,,,,,,
TAMIL NADU,1961,910.7,88.6,98,405.7,318.3,,,,,,
TAMIL NADU,1962,941.6,33.6,176.2,345.9,385.9,,,,,,
TAMIL NADU,1963,1072.8,81,140.7,346.8,504.3,,,,,,
TAMIL NADU,1964,910.6,2.7,83.8,399.1,424.9,,,,,,
TAMIL NADU,1965,921.8,9,114.8,351.4,446.6,,,,,,
TAMIL NADU,1966,1166.9,17.6,97.1,437.5,614.7,,,,,,
TAMIL NADU,1967,899.1,29.9,107.2,295.9,466.1,,,,,,
TAMIL NADU,1968,789.4,10.2,169.3,304.3,305.6,,,,,,
TAMIL NADU,1969,961.8,8.7,92.6,267.8,592.7,,,,,,
